loss,accuracy,val_loss,val_accuracy,lr
1.2643204927444458,0.5,1.2643203735351562,0.6000000238418579,0.0
1.2643202543258667,0.5740740895271301,1.2640948295593262,1.0,7.973599167598877e-07
1.2642048597335815,0.7407407164573669,1.2636319398880005,1.0,1.5947198335197754e-06
1.263980746269226,0.7407407164573669,1.262937307357788,1.0,2.3920799776533386e-06
1.2635979652404785,0.7407407164573669,1.2620010375976562,1.0,3.189439667039551e-06
1.2631524801254272,0.7407407164573669,1.2608122825622559,1.0,3.9867995837994386e-06
1.2625083923339844,0.7407407164573669,1.259347677230835,1.0,4.784159955306677e-06
1.2618138790130615,0.7407407164573669,1.2575751543045044,1.0,5.581519417319214e-06
1.260887622833252,0.7407407164573669,1.2554290294647217,1.0,6.378879334079102e-06
1.2598252296447754,0.7407407164573669,1.252864122390747,1.0,7.176239250838989e-06
1.2586278915405273,0.7407407164573669,1.2498013973236084,1.0,7.973599167598877e-06
1.2572416067123413,0.7407407164573669,1.246185541152954,1.0,8.770959539106116e-06
1.2553480863571167,0.7407407164573669,1.2419078350067139,1.0,9.568319910613354e-06
1.2533930540084839,0.7407407164573669,1.236894965171814,1.0,1.0365679372625891e-05
1.2512027025222778,0.7407407164573669,1.2310181856155396,1.0,1.1163038834638428e-05
1.2485573291778564,0.7407407164573669,1.2241297960281372,1.0,1.1960399206145667e-05
1.2454521656036377,0.7407407164573669,1.2161115407943726,1.0,1.2757758668158203e-05
1.2418212890625,0.7407407164573669,1.2068403959274292,1.0,1.3555119039665442e-05
1.23801851272583,0.7407407164573669,1.1961677074432373,1.0,1.4352478501677979e-05
1.2331112623214722,0.7407407164573669,1.1839865446090698,1.0,1.5149837963690516e-05
1.228318691253662,0.7407407164573669,1.170210599899292,1.0,1.5947198335197754e-05
1.222495436668396,0.7407407164573669,1.154806137084961,1.0,1.6744559616199695e-05
1.2160159349441528,0.7407407164573669,1.137700080871582,1.0,1.754191907821223e-05
1.2087037563323975,0.7407407164573669,1.118784785270691,1.0,1.8339276721235365e-05
1.2023978233337402,0.7407407164573669,1.0984526872634888,1.0,1.913663982122671e-05
1.1936113834381104,0.7407407164573669,1.076663613319397,1.0,1.9933999283239245e-05
1.1863189935684204,0.7407407164573669,1.0536917448043823,1.0,2.0731358745251782e-05
1.1787199974060059,0.7407407164573669,1.0296522378921509,1.0,2.152871820726432e-05
1.1694170236587524,0.7407407164573669,1.0050652027130127,1.0,2.2326077669276856e-05
1.1625394821166992,0.7407407164573669,0.9801234006881714,1.0,2.3123438950278796e-05
1.1562414169311523,0.7407407164573669,0.9551733136177063,1.0,2.3920798412291333e-05
1.1490328311920166,0.7407407164573669,0.9305895566940308,1.0,2.471815787430387e-05
1.142765998840332,0.7407407164573669,0.906995952129364,1.0,2.5515517336316407e-05
1.1381158828735352,0.7407407164573669,0.8845709562301636,1.0,2.6312876798328944e-05
1.1336771249771118,0.7407407164573669,0.8636883497238159,1.0,2.7110238079330884e-05
1.1302777528762817,0.7407407164573669,0.8445230722427368,1.0,2.790759754134342e-05
1.1306780576705933,0.7407407164573669,0.8274103403091431,1.0,2.8704957003355958e-05
1.1279540061950684,0.7407407164573669,0.8122273683547974,1.0,2.9502316465368494e-05
1.1259902715682983,0.7407407164573669,0.7994745969772339,1.0,3.029967592738103e-05
1.1260123252868652,0.7407407164573669,0.7891981601715088,1.0,3.109703538939357e-05
1.1243187189102173,0.7407407164573669,0.7814919948577881,1.0,3.189439667039551e-05
1.122642159461975,0.7407407164573669,0.7764228582382202,1.0,3.269175795139745e-05
1.1185064315795898,0.7407407164573669,0.7739284038543701,1.0,3.348911923239939e-05
1.112391471862793,0.7407407164573669,0.7739925980567932,1.0,3.428647687542252e-05
1.1130503416061401,0.7407407164573669,0.776293933391571,1.0,3.508383815642446e-05
1.110534906387329,0.7407407164573669,0.7802236676216125,1.0,3.5881195799447596e-05
1.0983089208602905,0.7407407164573669,0.7860119342803955,1.0,3.667855344247073e-05
1.0983054637908936,0.7407407164573669,0.7887089252471924,1.0,3.747591836145148e-05
1.0859534740447998,0.7407407164573669,0.7840599417686462,1.0,3.827327964245342e-05
1.0755664110183716,0.7407407164573669,0.7755235433578491,1.0,3.907063728547655e-05
1.063673973083496,0.7407407164573669,0.7639731168746948,1.0,3.986799856647849e-05
1.052823543548584,0.7407407164573669,0.7520381808280945,1.0,4.0665356209501624e-05
1.0437811613082886,0.7407407164573669,0.7413519024848938,1.0,4.1462717490503564e-05
1.0431936979293823,0.7407407164573669,0.730745792388916,1.0,4.22600751335267e-05
1.0334954261779785,0.7407407164573669,0.7217593193054199,1.0,4.305743641452864e-05
1.0121843814849854,0.7407407164573669,0.7145704030990601,1.0,4.385479405755177e-05
0.9895749092102051,0.7407407164573669,0.7082494497299194,1.0,4.465215533855371e-05
0.9664478302001953,0.7407407164573669,0.7036935091018677,1.0,4.5449512981576845e-05
0.954468309879303,0.8333333134651184,0.7131516933441162,1.0,4.624687790055759e-05
